system:index,Dormancy,EVI_Amplitude,EVI_Area,EVI_Minimum,Greenup,Maturity,MidGreendown,MidGreenup,Peak,Senescence,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,census_date,country_iso3,elevation,hnd,latitude_of_centre,longitude_of_centre,plot_area,plot_id,plot_shape,tpi,wetmonths_era,.geo
00000000000000000167_0_0,17395.0,1658.1818181818182,120.9090909090909,2011.5454545454545,17131.636363636364,17211.18181818182,17341.727272727272,17162.363636363636,17239.909090909092,17272.272727272728,241.0,141.0,61.0,3151.0,340.0,109.0,231.0,274.0,211.0,274.0,196.0,449.0,88.0,2.0,86.0,256.0,14.0,256.0,15.0,2014,MOZ,148,1.0999908,-23.184135,32.536364,0.125663706143592,MAR_398,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000168_0_0,17369.81818181818,1928.7272727272727,123.18181818181819,2196.4545454545455,17120.18181818182,17197.81818181818,17309.18181818182,17153.272727272728,17219.636363636364,17245.18181818182,242.0,141.0,60.0,3155.0,342.0,110.0,232.0,275.0,211.0,275.0,197.0,459.0,92.0,2.0,87.0,266.0,14.0,266.0,16.0,2014,MOZ,138,2.800003,-23.182095,32.549238,0.125663706143592,MAR_399,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_0_0,17369.81818181818,1928.7272727272727,123.18181818181819,2196.4545454545455,17120.18181818182,17197.81818181818,17309.18181818182,17153.272727272728,17219.636363636364,17245.18181818182,242.0,141.0,60.0,3155.0,342.0,110.0,232.0,275.0,211.0,275.0,197.0,459.0,92.0,2.0,87.0,266.0,14.0,266.0,16.0,2014,MOZ,138,2.800003,-23.180134,32.543848,0.125663706143592,MAR_400,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_0_0,17395.0,1658.1818181818182,120.9090909090909,2011.5454545454545,17131.636363636364,17211.18181818182,17341.727272727272,17162.363636363636,17239.909090909092,17272.272727272728,241.0,141.0,61.0,3151.0,340.0,109.0,231.0,274.0,211.0,274.0,196.0,449.0,88.0,2.0,86.0,256.0,14.0,256.0,15.0,2014,MOZ,148,1.0999908,-23.17537,32.541338,0.125663706143592,MAR_401,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016b_0_0,17395.0,1658.1818181818182,120.9090909090909,2011.5454545454545,17131.636363636364,17211.18181818182,17341.727272727272,17162.363636363636,17239.909090909092,17272.272727272728,241.0,141.0,61.0,3151.0,340.0,109.0,231.0,274.0,211.0,274.0,196.0,449.0,88.0,2.0,86.0,256.0,14.0,256.0,15.0,2014,MOZ,148,1.0999908,-23.174209,32.533937,0.125663706143592,MAR_402,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016c_0_0,17395.0,1658.1818181818182,120.9090909090909,2011.5454545454545,17131.636363636364,17211.18181818182,17341.727272727272,17162.363636363636,17239.909090909092,17272.272727272728,241.0,141.0,61.0,3151.0,340.0,109.0,231.0,274.0,211.0,274.0,196.0,449.0,88.0,2.0,86.0,256.0,14.0,256.0,15.0,2014,MOZ,148,1.0999908,-23.174158,32.540356,0.125663706143592,MAR_403,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016d_0_0,17395.0,1658.1818181818182,120.9090909090909,2011.5454545454545,17131.636363636364,17211.18181818182,17341.727272727272,17162.363636363636,17239.909090909092,17272.272727272728,241.0,141.0,61.0,3151.0,340.0,109.0,231.0,274.0,211.0,274.0,196.0,449.0,88.0,2.0,86.0,256.0,14.0,256.0,15.0,2014,MOZ,148,1.0999908,-23.171873,32.539858,0.125663706143592,MAR_404,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_0_0,17538.6,2404.4,166.0,1722.8,17295.3,17377.9,17483.3,17330.7,17403.3,17428.9,242.0,141.0,60.0,3142.0,343.0,111.0,232.0,276.0,212.0,276.0,197.0,482.0,96.0,3.0,85.0,277.0,17.0,277.0,19.0,2014,MOZ,125,0.40000153,-23.383115,32.718211,0.196349540849362,MAR_348,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_0_0,17370.727272727272,2345.2727272727275,144.0909090909091,2096.2727272727275,17117.363636363636,17195.636363636364,17303.18181818182,17153.727272727272,17215.909090909092,17241.272727272728,243.0,141.0,61.0,3096.0,343.0,113.0,230.0,276.0,213.0,276.0,199.0,490.0,98.0,3.0,87.0,284.0,17.0,284.0,19.0,2014,MOZ,118,0.0,-23.379055,32.729541,0.196349540849362,MAR_352,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013e_0_0,17370.727272727272,2345.2727272727275,144.0909090909091,2096.2727272727275,17117.363636363636,17195.636363636364,17303.18181818182,17153.727272727272,17215.909090909092,17241.272727272728,243.0,141.0,61.0,3096.0,343.0,113.0,230.0,276.0,213.0,276.0,199.0,490.0,98.0,3.0,87.0,284.0,17.0,284.0,19.0,2014,MOZ,118,0.0,-23.375182,32.721134,0.196349540849362,MAR_356,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000143_0_0,17538.6,2404.4,166.0,1722.8,17295.3,17377.9,17483.3,17330.7,17403.3,17428.9,242.0,141.0,60.0,3142.0,343.0,111.0,232.0,276.0,212.0,276.0,197.0,482.0,96.0,3.0,85.0,277.0,17.0,277.0,19.0,2014,MOZ,125,0.40000153,-23.370989,32.707364,0.196349540849362,MAR_362,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_0_0,17538.6,2404.4,166.0,1722.8,17295.3,17377.9,17483.3,17330.7,17403.3,17428.9,242.0,141.0,60.0,3142.0,343.0,111.0,232.0,276.0,212.0,276.0,197.0,482.0,96.0,3.0,85.0,277.0,17.0,277.0,19.0,2014,MOZ,125,0.40000153,-23.370799,32.676795,0.196349540849362,MAR_363,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014a_0_0,17538.6,2404.4,166.0,1722.8,17295.3,17377.9,17483.3,17330.7,17403.3,17428.9,242.0,141.0,60.0,3142.0,343.0,111.0,232.0,276.0,212.0,276.0,197.0,482.0,96.0,3.0,85.0,277.0,17.0,277.0,19.0,2014,MOZ,125,0.40000153,-23.36394,32.667614,0.196349540849362,MAR_369,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014b_0_0,17538.6,2404.4,166.0,1722.8,17295.3,17377.9,17483.3,17330.7,17403.3,17428.9,242.0,141.0,60.0,3142.0,343.0,111.0,232.0,276.0,212.0,276.0,197.0,482.0,96.0,3.0,85.0,277.0,17.0,277.0,19.0,2014,MOZ,125,0.40000153,-23.363916,32.669909,0.196349540849362,MAR_370,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014e_0_0,17538.6,2404.4,166.0,1722.8,17295.3,17377.9,17483.3,17330.7,17403.3,17428.9,242.0,141.0,60.0,3142.0,343.0,111.0,232.0,276.0,212.0,276.0,197.0,482.0,96.0,3.0,85.0,277.0,17.0,277.0,19.0,2014,MOZ,125,0.40000153,-23.357613,32.673149,0.196349540849362,MAR_373,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_0_0,17538.6,2404.4,166.0,1722.8,17295.3,17377.9,17483.3,17330.7,17403.3,17428.9,242.0,141.0,60.0,3142.0,343.0,111.0,232.0,276.0,212.0,276.0,197.0,482.0,96.0,3.0,85.0,277.0,17.0,277.0,19.0,2014,MOZ,125,0.40000153,-23.35535,32.690966,0.196349540849362,MAR_374,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_0_0,17538.6,2404.4,166.0,1722.8,17295.3,17377.9,17483.3,17330.7,17403.3,17428.9,242.0,141.0,60.0,3142.0,343.0,111.0,232.0,276.0,212.0,276.0,197.0,482.0,96.0,3.0,85.0,277.0,17.0,277.0,19.0,2014,MOZ,125,0.40000153,-23.347324,32.692808,0.196349540849362,MAR_377,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000155_0_0,17538.6,2404.4,166.0,1722.8,17295.3,17377.9,17483.3,17330.7,17403.3,17428.9,242.0,141.0,60.0,3142.0,343.0,111.0,232.0,276.0,212.0,276.0,197.0,482.0,96.0,3.0,85.0,277.0,17.0,277.0,19.0,2014,MOZ,125,0.40000153,-23.339742,32.698212,0.196349540849362,MAR_380,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_0_0,17538.6,2404.4,166.0,1722.8,17295.3,17377.9,17483.3,17330.7,17403.3,17428.9,242.0,141.0,60.0,3142.0,343.0,111.0,232.0,276.0,212.0,276.0,197.0,482.0,96.0,3.0,85.0,277.0,17.0,277.0,19.0,2014,MOZ,125,0.40000153,-23.332828,32.711598,0.196349540849362,MAR_381,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
